"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Religionszugehörigkeit","römisch-katholisch","2005","22 Aubing - Lochhausen - Langwied","47.2","17727","37560","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","23 Allach - Untermenzing","47.8","13181","27586","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","24 Feldmoching - Hasenbergl","42.7","22792","53389","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","25 Laim","41.2","20159","48927","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","Stadt München","40","509055","1273186","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","01 Altstadt - Lehel","37.9","6897","18210","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","02 Ludwigsvorstadt - Isarvorstadt","35.3","15350","43469","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","03 Maxvorstadt","36.7","15262","41581","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","04 Schwabing - West","35.6","19647","55231","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","05 Au - Haidhausen","37.8","19436","51383","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","06 Sendling","37.3","13319","35691","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","07 Sendling - Westpark","40.8","19878","48669","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","08 Schwanthalerhöhe","36.4","9225","25369","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","09 Neuhausen - Nymphenburg","39.6","32460","81921","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","10 Moosach","41.2","19300","46856","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","11 Milbertshofen - Am Hart","35.7","22528","63076","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","12 Schwabing - Freimann","37.7","22449","59602","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","13 Bogenhausen","39","28471","72982","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","14 Berg am Laim","41.6","15849","38133","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","15 Trudering - Riem","44.5","21755","48914","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","16 Ramersdorf - Perlach","39.8","40139","100844","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","17 Obergiesing - Fasangarten","38.3","17032","44473","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","18 Untergiesing - Harlaching","40.6","18860","46462","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","40.5","31631","78057","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","20 Hadern","42.9","18625","43396","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","21 Pasing - Obermenzing","42.3","26239","62081","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","22 Aubing - Lochhausen - Langwied","48.1","18082","37595","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","23 Allach - Untermenzing","48.3","13232","27374","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","24 Feldmoching - Hasenbergl","43.3","22953","52958","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2004","25 Laim","41.8","20425","48841","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","Stadt München","40.7","515453","1267813","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","01 Altstadt - Lehel","37.9","6889","18159","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","02 Ludwigsvorstadt - Isarvorstadt","35.9","15680","43637","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","03 Maxvorstadt","37","15365","41502","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","04 Schwabing - West","36","19569","54351","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","05 Au - Haidhausen","38.3","19767","51636","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","06 Sendling","38.4","13479","35113","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","07 Sendling - Westpark","41.5","20130","48564","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","08 Schwanthalerhöhe","37","9364","25328","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","09 Neuhausen - Nymphenburg","40.3","32923","81661","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","10 Moosach","42.1","19617","46546","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","11 Milbertshofen - Am Hart","36.5","22597","61886","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","12 Schwabing - Freimann","38.2","23007","60215","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","13 Bogenhausen","39.4","28803","73070","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","14 Berg am Laim","42.5","15990","37615","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","15 Trudering - Riem","45.6","21858","47919","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","16 Ramersdorf - Perlach","40.8","41050","100724","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","17 Obergiesing - Fasangarten","38.7","17335","44761","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","18 Untergiesing - Harlaching","41.1","19212","46707","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","41","31925","77850","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","20 Hadern","44.1","18864","42823","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","21 Pasing - Obermenzing","43","26452","61509","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","22 Aubing - Lochhausen - Langwied","48.8","18345","37566","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","23 Allach - Untermenzing","48.6","13102","26977","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","24 Feldmoching - Hasenbergl","44.1","23340","52961","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2003","25 Laim","42.7","20776","48708","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","Stadt München","41.5","524113","1264309","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","01 Altstadt - Lehel","39.3","7148","18193","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","02 Ludwigsvorstadt - Isarvorstadt","36.4","16018","44059","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","03 Maxvorstadt","38","15791","41606","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","04 Schwabing - West","36.6","19890","54272","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","05 Au - Haidhausen","39","20274","52000","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","06 Sendling","39.1","13729","35102","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","07 Sendling - Westpark","42.3","20474","48448","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","08 Schwanthalerhöhe","37.6","9440","25078","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","09 Neuhausen - Nymphenburg","41","33625","81947","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","10 Moosach","43.1","19958","46333","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","11 Milbertshofen - Am Hart","37.6","23193","61655","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","12 Schwabing - Freimann","39","23416","60060","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","13 Bogenhausen","40.3","29161","72429","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","14 Berg am Laim","43.2","16321","37777","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","15 Trudering - Riem","46.5","21920","47186","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","16 Ramersdorf - Perlach","41.7","41753","100129","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","17 Obergiesing - Fasangarten","39.6","17650","44616","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","18 Untergiesing - Harlaching","41.7","19366","46495","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2002","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","41.7","32356","77659","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
