"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Religionszugehörigkeit","römisch-katholisch","2010","05 Au - Haidhausen","35.5","19997","56322","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","06 Sendling","34.9","13475","38567","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","07 Sendling - Westpark","37.6","19726","52495","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","08 Schwanthalerhöhe","32.7","9171","28004","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","09 Neuhausen - Nymphenburg","37.1","33091","89286","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","10 Moosach","37.1","17987","48421","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","11 Milbertshofen - Am Hart","32.4","22352","68970","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","12 Schwabing - Freimann","35.7","23235","65158","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","13 Bogenhausen","36.3","28119","77542","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","14 Berg am Laim","37.4","15160","40550","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","15 Trudering - Riem","39","24467","62756","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","16 Ramersdorf - Perlach","35.1","36807","104737","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","17 Obergiesing - Fasangarten","35.5","17389","49030","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","18 Untergiesing - Harlaching","37.6","18600","49502","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","37.5","31379","83584","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","20 Hadern","39","18257","46851","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","21 Pasing - Obermenzing","39.9","26463","66244","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","22 Aubing - Lochhausen - Langwied","42.6","16557","38863","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","23 Allach - Untermenzing","44.1","12848","29161","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","24 Feldmoching - Hasenbergl","39","21888","56130","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2010","25 Laim","38.2","19794","51805","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","Stadt München","37.8","515098","1364194","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","01 Altstadt - Lehel","36.4","6883","18932","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","02 Ludwigsvorstadt - Isarvorstadt","34.2","15902","46446","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","03 Maxvorstadt","37.4","18168","48619","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","04 Schwabing - West","35.5","22023","62028","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","05 Au - Haidhausen","36.5","20271","55590","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","06 Sendling","35.9","13674","38112","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","07 Sendling - Westpark","38.4","20031","52185","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","08 Schwanthalerhöhe","33.3","9252","27814","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","09 Neuhausen - Nymphenburg","38","33364","87846","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","10 Moosach","37.8","18385","48692","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","11 Milbertshofen - Am Hart","33.3","22645","68023","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","12 Schwabing - Freimann","36.8","23477","63720","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","13 Bogenhausen","37","28374","76684","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","14 Berg am Laim","38.6","15340","39787","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","15 Trudering - Riem","40.3","24505","60879","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","16 Ramersdorf - Perlach","36.2","37567","103732","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","17 Obergiesing - Fasangarten","36","17446","48425","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","18 Untergiesing - Harlaching","38.6","18891","48911","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","38.5","31770","82482","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","20 Hadern","39.8","18494","46490","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","21 Pasing - Obermenzing","40.7","26541","65279","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","22 Aubing - Lochhausen - Langwied","44","16849","38268","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","23 Allach - Untermenzing","45.3","13024","28732","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","24 Feldmoching - Hasenbergl","40.2","22162","55180","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2009","25 Laim","39.1","20060","51338","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","Stadt München","38.3","524232","1367314","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","01 Altstadt - Lehel","36.9","7205","19505","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","02 Ludwigsvorstadt - Isarvorstadt","34.4","16397","47599","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","03 Maxvorstadt","37.8","18485","48884","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","04 Schwabing - West","35.9","22434","62541","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","05 Au - Haidhausen","37","20680","55853","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","06 Sendling","36.2","13862","38335","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","07 Sendling - Westpark","39","20402","52257","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","08 Schwanthalerhöhe","34.5","9576","27778","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","09 Neuhausen - Nymphenburg","38.5","33491","87043","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","10 Moosach","38.8","18805","48451","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","11 Milbertshofen - Am Hart","33.8","23034","68198","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","12 Schwabing - Freimann","37.5","24122","64350","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","13 Bogenhausen","37.5","28939","77112","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","14 Berg am Laim","39.2","15684","40039","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","15 Trudering - Riem","41.2","24323","59031","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","16 Ramersdorf - Perlach","37","38532","104089","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","17 Obergiesing - Fasangarten","36.9","17821","48282","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","18 Untergiesing - Harlaching","39.1","19305","49391","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","38.8","32106","82771","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","20 Hadern","40.5","18802","46385","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","21 Pasing - Obermenzing","41.1","26815","65290","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","22 Aubing - Lochhausen - Langwied","44.9","17204","38327","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","23 Allach - Untermenzing","45.7","13152","28796","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","24 Feldmoching - Hasenbergl","40.8","22703","55667","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2008","25 Laim","39.7","20353","51329","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","Stadt München","38.9","526272","1351445","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","01 Altstadt - Lehel","37.5","7217","19228","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","02 Ludwigsvorstadt - Isarvorstadt","35","16293","46520","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","03 Maxvorstadt","37.9","18106","47711","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","04 Schwabing - West","36.2","22261","61514","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","05 Au - Haidhausen","37.6","20772","55288","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","06 Sendling","36.6","13884","37940","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","07 Sendling - Westpark","39.7","20540","51745","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","08 Schwanthalerhöhe","35.5","9547","26877","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","09 Neuhausen - Nymphenburg","39","33543","85964","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","10 Moosach","39.8","19220","48306","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","11 Milbertshofen - Am Hart","34.5","23439","67864","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","12 Schwabing - Freimann","37.6","24012","63832","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","13 Bogenhausen","37.9","29060","76709","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","14 Berg am Laim","40","15920","39785","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","15 Trudering - Riem","42.1","23783","56487","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","16 Ramersdorf - Perlach","37.9","39195","103447","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","17 Obergiesing - Fasangarten","37.5","17905","47791","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","18 Untergiesing - Harlaching","39.5","19333","48990","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","39.3","32323","82283","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","20 Hadern","41.2","18961","46059","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","21 Pasing - Obermenzing","41.6","26970","64773","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","22 Aubing - Lochhausen - Langwied","45.9","17465","38091","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","23 Allach - Untermenzing","46.4","13074","28165","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","24 Feldmoching - Hasenbergl","41.6","23054","55475","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2007","25 Laim","40.3","20394","50600","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","Stadt München","39.4","522769","1326206","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","01 Altstadt - Lehel","38.3","7221","18876","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","02 Ludwigsvorstadt - Isarvorstadt","35.4","16205","45736","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","03 Maxvorstadt","38","17516","46058","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","04 Schwabing - West","36.2","21558","59553","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","05 Au - Haidhausen","37.9","20589","54382","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","06 Sendling","36.7","13633","37146","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","07 Sendling - Westpark","40.2","20482","50903","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","08 Schwanthalerhöhe","36.2","9451","26103","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","09 Neuhausen - Nymphenburg","39.7","33568","84604","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","10 Moosach","40.2","19208","47754","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","11 Milbertshofen - Am Hart","35.1","23487","66992","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","12 Schwabing - Freimann","37.9","23653","62430","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","13 Bogenhausen","38.3","28946","75657","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","14 Berg am Laim","40.7","15859","39006","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","15 Trudering - Riem","43","23170","53915","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","16 Ramersdorf - Perlach","38.5","39512","102689","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","17 Obergiesing - Fasangarten","37.8","17746","47007","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","18 Untergiesing - Harlaching","40","19237","48075","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","39.8","32137","80701","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","20 Hadern","42","18881","44993","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","21 Pasing - Obermenzing","41.7","26620","63763","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","22 Aubing - Lochhausen - Langwied","46.6","17633","37857","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","23 Allach - Untermenzing","47.2","13077","27730","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","24 Feldmoching - Hasenbergl","42.3","22954","54245","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2006","25 Laim","40.8","20424","50028","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","Stadt München","39.5","508653","1288307","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","01 Altstadt - Lehel","37.8","7050","18631","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","02 Ludwigsvorstadt - Isarvorstadt","34.8","15284","43945","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","03 Maxvorstadt","36.5","15415","42201","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","04 Schwabing - West","35.4","19851","56033","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","05 Au - Haidhausen","37.7","19804","52502","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","06 Sendling","36.6","13170","35966","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","07 Sendling - Westpark","40.4","19985","49472","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","08 Schwanthalerhöhe","35.8","9133","25507","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","09 Neuhausen - Nymphenburg","39.4","32405","82156","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","10 Moosach","40.7","19205","47198","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","11 Milbertshofen - Am Hart","34.9","22557","64612","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","12 Schwabing - Freimann","37.2","22226","59767","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","13 Bogenhausen","38.3","28310","73860","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","14 Berg am Laim","41","15735","38334","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","15 Trudering - Riem","43.8","22310","50990","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","16 Ramersdorf - Perlach","39.1","39770","101820","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","17 Obergiesing - Fasangarten","38","17146","45132","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","18 Untergiesing - Harlaching","40.2","18847","46857","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","40.1","31751","79148","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","20 Hadern","42.3","18613","43981","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2005","21 Pasing - Obermenzing","41.8","26221","62724","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
